filename,drugname,match,score
VAIPE_P_TRAIN_110.png,mezafen,loxoprofen (mezafen) 60mg,100
VAIPE_P_TRAIN_110.png,hoat huyét dưong não 1somg+2omg,hoạt huyết dưỡng não 150mg+20mg,78
VAIPE_P_TRAIN_1166.png,"cefadroxil 0,5g","cefadroxil 0,5g",100
VAIPE_P_TRAIN_1166.png,mypara 500 soomg,mypara 500 500mg,79
VAIPE_P_TRAIN_1166.png,vipredni 16mg 16mg,vipredni 16mg 16mg,100
VAIPE_P_TRAIN_972.png,enalapri smg,enalapril 5mg,87
VAIPE_P_TRAIN_972.png,pamlonor,pamlonor 5mg,84
VAIPE_P_TRAIN_9.png,"cefadroxil soomg 0,5g","cefadroxil 0,5g",85
VAIPE_P_TRAIN_9.png,sergurop iomg,sergurop 10mg,83
VAIPE_P_TRAIN_9.png,panactol soomg,panactol 500mg,77
VAIPE_P_TRAIN_965.png,"cefadroxil soomg 0,5g","cefadroxil 0,5g",85
VAIPE_P_TRAIN_965.png,dixirein,dixirein 375mg,76
VAIPE_P_TRAIN_965.png,menison 4mg amg,menison 4mg 4mg,92
VAIPE_P_TRAIN_223.png,avilosartan 50 somg,savi losartan 50 50mg,86
VAIPE_P_TRAIN_223.png,hoat huyét dưong não 1somg; 2omg,hoạt huyết dưỡng não 150mg+20mg,78
VAIPE_P_TRAIN_742.png,olddicron 3omg,golddicron 30mg,89
VAIPE_P_TRAIN_742.png,"hangitor plus 4omg+12,5mg","hangitor plus 40mg+12,5mg",96
VAIPE_P_TRAIN_742.png,chorlatcyn 125mg+somg+somg+2smg,chorlatcyn 125mg+50mg+50mg+25mg,88
VAIPE_P_TRAIN_585.png,diamicron mr tab 6omg 30's 6omg,diamicron mr tab 60mg 30's 60mg,92
VAIPE_P_TRAIN_412.png,"amoxicillin soomg 0,5g","amoxicillin 500mg 0,5g",85
VAIPE_P_TRAIN_412.png,bromhexin actavis 8mg 8mg,bromhexin actavis 8mg 8mg,100
VAIPE_P_TRAIN_412.png,ciooo floode 1g sl:5 viên,c1000 floode 1g,55
VAIPE_P_TRAIN_898.png,"hapenxin capsules 0,5g","hapenxin capsules 0,5g",100
VAIPE_P_TRAIN_898.png,partamol tab. soomg,partamol tab. 500mg,82
VAIPE_P_TRAIN_898.png,"katrypsin 4,2mg","katrypsin 4,2mg",100
VAIPE_P_TRAIN_33.png,"bisoprolol (saviprolol 2,5) 2,5mg","bisoprolol (saviprolol 2,5) 2,5mg",100
VAIPE_P_TRAIN_33.png,đinh lăng; bach quả (hoat,"đinh lăng, bạch quả (hoạt huyết dưỡng não) 150mg+20mg",58
VAIPE_P_TRAIN_460.png,enalapri smg,enalapril 5mg,87
VAIPE_P_TRAIN_559.png,"katrypsin 4,2mg","katrypsin 4,2mg",100
VAIPE_P_TRAIN_559.png,panactol soomg,panactol 500mg,77
VAIPE_P_TRAIN_556.png,paracetamol  (partamol tab) soomg,paracetamol (partamol tab.) 500mg,90
VAIPE_P_TRAIN_556.png,"đinh lăng, bạch quả (hoạt huyết dưỡng não) 150mg+20mg","đinh lăng, bạch quả (hoạt huyết dưỡng não) 150mg+20mg",100
VAIPE_P_TRAIN_638.png,leninarto 10 iomg,leninarto 10 10mg,87
VAIPE_P_TRAIN_1019.png,fabamox 500 soomg,fabamox 500 500mg,80
VAIPE_P_TRAIN_1019.png,hoạt huyét dưỡng não 15omg+2omg,hoạt huyết dưỡng não 150mg+20mg,90
VAIPE_P_TRAIN_753.png,fabamox 500 soomg,fabamox 500 500mg,80
VAIPE_P_TRAIN_753.png,pariamol tab soomg,partamol tab. 500mg,61
VAIPE_P_TRAIN_753.png,metronidazol 250 250 mg,metronidazol 250 250mg,100
VAIPE_P_TRAIN_753.png,ôhuyét íchnão bdf 4omg+3o0mg,bố huyết ích não bdf 40mg+300mg,84
VAIPE_P_TRAIN_297.png,enalapril smg,enalapril 5mg,92
VAIPE_P_TRAIN_297.png,"hoat huyét dưong não 15omg, 2omg",hoạt huyết dưỡng não 150mg+20mg,82
VAIPE_P_TRAIN_35.png,"cefadroxil 0,5g","cefadroxil 0,5g",100
VAIPE_P_TRAIN_35.png,vipredni i6mg 16mg,vipredni 16mg 16mg,94
VAIPE_P_TRAIN_35.png,mypara 500 soomg,mypara 500 500mg,79
VAIPE_P_TRAIN_376.png,fabamox 500 soomg,fabamox 500 500mg,80
VAIPE_P_TRAIN_376.png,tydol pm 5oomg + 25mg,tydol pm 500mg + 25mg,88
VAIPE_P_TRAIN_376.png,chorlatcyn,chorlatcyn 125mg+50mg+50mg+25mg,57
VAIPE_P_TRAIN_363.png,meglucon 1000 1000 mg,meglucon 1000 1000mg,100
VAIPE_P_TRAIN_363.png,diamicron mr tab 6omg 30's 6omg,diamicron mr tab 60mg 30's 60mg,92
VAIPE_P_TRAIN_50.png,"hapenxin capsules 0,5g","hapenxin capsules 0,5g",100
VAIPE_P_TRAIN_50.png,pariamol tab soomg,partamol tab. 500mg,61
VAIPE_P_TRAIN_291.png,fabamox 500 soomg,fabamox 500 500mg,80
VAIPE_P_TRAIN_291.png,pariamol tab soomg,partamol tab. 500mg,61
VAIPE_P_TRAIN_291.png,metronidazol 250 250 mg,metronidazol 250 250mg,100
VAIPE_P_TRAIN_291.png,oat huyét dưỡng não 15omg+2omg,hoạt huyết dưỡng não 150mg+20mg,84
VAIPE_P_TRAIN_443.png,chorlatcyn 125mg+somg+somg+25mg,chorlatcyn 125mg+50mg+50mg+25mg,92
VAIPE_P_TRAIN_1022.png,cardilopin smg,cardilopin 5mg,92
VAIPE_P_TRAIN_1022.png,hoat huyét duong não i5omg + somg,hoạt huyết dưỡng não 150mg+20mg,59
VAIPE_P_TRAIN_1022.png,cosyndo b 175mg +175mg+ 125mcg,cosyndo b 175mg+175mg+125mcg,100
VAIPE_P_TRAIN_1031.png,"cefadroxil soomg 0,5g","cefadroxil 0,5g",85
VAIPE_P_TRAIN_1031.png,dixirein,dixirein 375mg,76
VAIPE_P_TRAIN_1031.png,panactol soomg,panactol 500mg,77
VAIPE_P_TRAIN_420.png,"telmisartan + hydroclorothiazid (hangitor plus) 40mg+12,5mg","telmisartan % hydroclorothiazid (hangitor plus) 40mg+12,5mg",100
VAIPE_P_TRAIN_420.png,"đinh lăng, bạch quả (hoạt huyết dưỡng não) 15omg+20mg","đinh lăng, bạch quả (hoạt huyết dưỡng não) 150mg+20mg",98
VAIPE_P_TRAIN_932.png,"cefadroxil soomg 0,5g","cefadroxil 0,5g",85
VAIPE_P_TRAIN_932.png,panactol soomg,panactol 500mg,77
VAIPE_P_TRAIN_932.png,vipredni 16 mg 16mg,vipredni 16mg 16mg,100
VAIPE_P_TRAIN_131.png,glucofast 500 soomg,glucofast 850 850mg,82
VAIPE_P_TRAIN_131.png,kavasdin5 5 mg,kavasdin 5 5mg,100
VAIPE_P_TRAIN_44.png,panactol soomg,panactol 500mg,77
VAIPE_P_TRAIN_44.png,"cefadroxil soomg 0,5g","cefadroxil 0,5g",85
VAIPE_P_TRAIN_44.png,vipredni 16 mg 16mg,vipredni 16mg 16mg,100
VAIPE_P_TRAIN_273.png,mezafen,loxoprofen (mezafen) 60mg,100
VAIPE_P_TRAIN_273.png,setblood 1lsmg+loomg+somcg,setblood 115mg+100mg+50mcg,56
VAIPE_P_TRAIN_132.png,glucofast 500 soomg,glucofast 850 850mg,82
VAIPE_P_TRAIN_132.png,kavasdin5 5 mg,kavasdin 5 5mg,100
VAIPE_P_TRAIN_191.png,"katrypsin 4,2mg","katrypsin 4,2mg",100
VAIPE_P_TRAIN_191.png,partamol tab. soomg,partamol tab. 500mg,82
VAIPE_P_TRAIN_331.png,"cefadroxil soomg 0,5g","cefadroxil 0,5g",85
VAIPE_P_TRAIN_331.png,menison 4mg amg,menison 4mg 4mg,92
VAIPE_P_TRAIN_331.png,partamol tab. soomg,partamol tab. 500mg,82
VAIPE_P_TRAIN_331.png,dixirein,dixirein 375mg,76
VAIPE_P_TRAIN_1061.png,metronidazol  (metronidazol 250) 250 mg,metronidazol (metronidazol 250) 250 mg,100
VAIPE_P_TRAIN_1061.png,drotaverin clohydrat (dromasm fort),drotaverin clohydrat (dromasm fort) 80mg,100
VAIPE_P_TRAIN_1061.png,paracetamol  (partamol tab.) 5oomg,paracetamol (partamol tab.) 500mg,93
VAIPE_P_TRAIN_258.png,đinh lăng; bạch quả  (hoat huyết dưỡng não) 150mg+2omg,"đinh lăng, bạch quả (hoạt huyết dưỡng não) 150mg+20mg",95
VAIPE_P_TRAIN_309.png,"hapenxin capsules 0,5g","hapenxin capsules 0,5g",100
VAIPE_P_TRAIN_309.png,pariamol tab soomg,partamol tab. 500mg,61
VAIPE_P_TRAIN_309.png,hoathuyét dưỡng não 15omg+2omg,hoạt huyết dưỡng não 150mg+20mg,86
VAIPE_P_TRAIN_368.png,"novoxim-s00 0,5g","novoxim-500 0,5g",93
VAIPE_P_TRAIN_368.png,partamol tab. soomg,partamol tab. 500mg,82
VAIPE_P_TRAIN_368.png,vaco loratadine iomg,vaco loratadine 10mg,89
VAIPE_P_TRAIN_368.png,ciooo floode 1g sl:5 viên,c1000 floode 1g,55
VAIPE_P_TRAIN_902.png,partamol tab. soomg,partamol tab. 500mg,82
VAIPE_P_TRAIN_902.png,"cefadroxil soomg 0,5g","cefadroxil 0,5g",85
VAIPE_P_TRAIN_305.png,"cefadroxil 0,5g","cefadroxil 0,5g",100
VAIPE_P_TRAIN_305.png,menison i6mg 16mg,menison 16mg 16mg,93
VAIPE_P_TRAIN_305.png,mypara 500 soomg,mypara 500 500mg,79
VAIPE_P_TRAIN_305.png,ciooo floode 1g sl:5 viên,c1000 floode 1g,55
VAIPE_P_TRAIN_884.png,"telmisartan + bydroclorothiazid (hangitor plus) 4omg+12,smg","telmisartan % hydroclorothiazid (hangitor plus) 40mg+12,5mg",89
VAIPE_P_TRAIN_574.png,"cephalexin 2somg 0,25g","cephalexin 250mg 0,25g",90
VAIPE_P_TRAIN_574.png,mypara 500 soomg,mypara 500 500mg,79
VAIPE_P_TRAIN_227.png,avilosartan 50 somg,savi losartan 50 50mg,86
VAIPE_P_TRAIN_227.png,hoat huyét dưong não 1somg; 2omg,hoạt huyết dưỡng não 150mg+20mg,78
VAIPE_P_TRAIN_781.png,glucofast 500 soomg,glucofast 850 850mg,82
VAIPE_P_TRAIN_781.png,bloza,bloza 50mg,71
VAIPE_P_TRAIN_171.png,hoạt huyét dưỡng não 15omg+20mg,hoạt huyết dưỡng não 150mg+20mg,94
VAIPE_P_TRAIN_171.png,pariamol tab soomg,partamol tab. 500mg,61
VAIPE_P_TRAIN_171.png,"savi3b 1oomgtloomg+0,1smg","savi 3b 100mg+100mg+0,15mg",62
VAIPE_P_TRAIN_105.png,paracetamol soomg soomg,paracetamol 500mg 500mg,71
VAIPE_P_TRAIN_105.png,"statripsine 4,2mg","statripsine 4,2mg",100
VAIPE_P_TRAIN_209.png,cardilopin smg,cardilopin 5mg,92
VAIPE_P_TRAIN_209.png,"hoat huyét dưong não 15omg, 2omg",hoạt huyết dưỡng não 150mg+20mg,82
VAIPE_P_TRAIN_209.png,partamol tab. soomg,partamol tab. 500mg,82
VAIPE_P_TRAIN_425.png,fabamox 500,amoxicilin (fabamox 500) 500mg,100
VAIPE_P_TRAIN_425.png,metronidazol 250 250 mg,metronidazol 250 250mg,100
VAIPE_P_TRAIN_425.png,dromasm fort 8omg,dromasm fort 80mg,93
VAIPE_P_TRAIN_138.png,cefixim 200 20omg,cefixim 200 200mg,93
VAIPE_P_TRAIN_138.png,vaco loratadine iomg,vaco loratadine 10mg,89
VAIPE_P_TRAIN_1018.png,amoxicilin (fabamox 500) 5oomg,amoxicilin (fabamox 500) 500mg,93
VAIPE_P_TRAIN_1018.png,"đinh lăng, bạch quả (hoạt huyết dưỡng não) 150mg+20mg","đinh lăng, bạch quả (hoạt huyết dưỡng não) 150mg+20mg",100
VAIPE_P_TRAIN_1109.png,fabamox 500,amoxicilin (fabamox 500) 500mg,100
VAIPE_P_TRAIN_1109.png,mezafen,loxoprofen (mezafen) 60mg,100
VAIPE_P_TRAIN_1109.png,hoathuyét dưỡng não 15omg+2omg,hoạt huyết dưỡng não 150mg+20mg,86
VAIPE_P_TRAIN_698.png,kavasdin5 5 mg,kavasdin 5 5mg,100
VAIPE_P_TRAIN_698.png,hoat huyét dưong não 1somg; 2omg,hoạt huyết dưỡng não 150mg+20mg,78
VAIPE_P_TRAIN_616.png,"novoxim-s00 0,5g","novoxim-500 0,5g",93
VAIPE_P_TRAIN_616.png,panactol soomg,panactol 500mg,77
VAIPE_P_TRAIN_1128.png,"hapenxin capsules 0,5g","hapenxin capsules 0,5g",100
VAIPE_P_TRAIN_1128.png,tydol pm 5oomg + 25mg,tydol pm 500mg + 25mg,88
VAIPE_P_TRAIN_1128.png,chorlatcyn,chorlatcyn 125mg+50mg+50mg+25mg,57
VAIPE_P_TRAIN_810.png,fabamox 500 soomg,fabamox 500 500mg,80
VAIPE_P_TRAIN_810.png,partamol tab. soomg,partamol tab. 500mg,82
VAIPE_P_TRAIN_977.png,kavasdin5 5 mg,kavasdin 5 5mg,100
VAIPE_P_TRAIN_977.png,hoat huyét dưong não 1somg; 2omg,hoạt huyết dưỡng não 150mg+20mg,78
VAIPE_P_TRAIN_977.png,panactol soomg,panactol 500mg,77
VAIPE_P_TRAIN_1010.png,"cefadroxil soomg 0,5g","cefadroxil 0,5g",85
VAIPE_P_TRAIN_1010.png,partamol tab. soomg,partamol tab. 500mg,82
VAIPE_P_TRAIN_20.png,meglucon 1000 1000 mg,meglucon 1000 1000mg,100
VAIPE_P_TRAIN_786.png,"cefadroxil soomg 0,5g","cefadroxil 0,5g",85
VAIPE_P_TRAIN_786.png,panactol soomg,panactol 500mg,77
VAIPE_P_TRAIN_786.png,dixirein,dixirein 375mg,76
VAIPE_P_TRAIN_656.png,meglucon 1000 100o mg,meglucon 1000 1000mg,94
VAIPE_P_TRAIN_656.png,enalapril smg,enalapril 5mg,92
VAIPE_P_TRAIN_1052.png,kavasdin5 5 mg,kavasdin 5 5mg,100
VAIPE_P_TRAIN_1052.png,medibogan 2oomg + 1somg + 16mg,medibogan 200mg + 150mg + 16mg,84
VAIPE_P_TRAIN_1161.png,"novoxim-s00 0,5g","novoxim-500 0,5g",93
VAIPE_P_TRAIN_1161.png,bromhexin actavis 8mg 8mg,bromhexin actavis 8mg 8mg,100
VAIPE_P_TRAIN_1161.png,clorpheniramin amg,clorpheniramin 4mg,94
VAIPE_P_TRAIN_1161.png,partamol tab. soomg,partamol tab. 500mg,82
VAIPE_P_TRAIN_665.png,metronidazol  (metronidazol 250) 250 mg,metronidazol (metronidazol 250) 250 mg,100
VAIPE_P_TRAIN_665.png,drotaverin clohydrat (dromasm fort),drotaverin clohydrat (dromasm fort) 80mg,100
VAIPE_P_TRAIN_1106.png,"cefadroxil soomg 0,5g","cefadroxil 0,5g",85
VAIPE_P_TRAIN_1106.png,dixirein,dixirein 375mg,76
VAIPE_P_TRAIN_1106.png,vipredni 16 mg 16mg,vipredni 16mg 16mg,100
VAIPE_P_TRAIN_45.png,paracetamol soomg soomg,paracetamol 500mg 500mg,71
VAIPE_P_TRAIN_45.png,"statripsine 4,2mg","statripsine 4,2mg",100
VAIPE_P_TRAIN_45.png,venrutine ioomg +5oomg,venrutine 100mg +500mg,75
VAIPE_P_TRAIN_16.png,meglucon 1000 1000 mg,meglucon 1000 1000mg,100
VAIPE_P_TRAIN_705.png,"novoxim-s00 0,5g","novoxim-500 0,5g",93
VAIPE_P_TRAIN_705.png,menison 4mg amg,menison 4mg 4mg,92
VAIPE_P_TRAIN_749.png,"droxicef soomg 0,5g","droxicef 0,5g",83
VAIPE_P_TRAIN_749.png,partamol tab. soomg,partamol tab. 500mg,82
VAIPE_P_TRAIN_1137.png,metronidazol 250 250 mg,metronidazol 250 250mg,100
VAIPE_P_TRAIN_1137.png,panactol soomg,panactol 500mg,77
VAIPE_P_TRAIN_488.png,"cefalexin (firstlexin 500) 0,58","cefalexin (firstlexin 500) 0,5g",96
VAIPE_P_TRAIN_488.png,carbocistein (anpemux) 25omg,carbocistein (anpemux) 250mg,96
VAIPE_P_TRAIN_219.png,"cefalexin (firstlexin 500) 0,58","cefalexin (firstlexin 500) 0,5g",96
VAIPE_P_TRAIN_219.png,methyl prednisolon (methylprednisolon 4) 4mg,methyl prednisolon (methylprednisolon 4) 4mg,100
VAIPE_P_TRAIN_219.png,loratadin (sergurop),loratadin (sergurop) 10mg,100
VAIPE_P_TRAIN_219.png,omeprazol   (kagasdine),omeprazol (kagasdine) 20mg,100
VAIPE_P_TRAIN_219.png,chlorpheniramin (hydrogen maleat)  (clorpheniramin),chlorpheniramin (hydrogen maleat) (clorpheniramin) 4mg,100
VAIPE_P_TRAIN_161.png,"telmisartan + hydroclorothiazid (hangitor plus) 40mg+12,5mg","telmisartan % hydroclorothiazid (hangitor plus) 40mg+12,5mg",100
VAIPE_P_TRAIN_161.png,atorvastatin (atoris,atorvastatin (atoris 20mg) 20mg,81
VAIPE_P_TRAIN_221.png,meglucon 1000 100o mg,meglucon 1000 1000mg,94
VAIPE_P_TRAIN_221.png,pyme diapro mr 3omg,pyme diapro mr 30mg,94
VAIPE_P_TRAIN_221.png,pariamol tab soomg,partamol tab. 500mg,61
VAIPE_P_TRAIN_140.png,"hapenxin capsules 0,5g","hapenxin capsules 0,5g",100
VAIPE_P_TRAIN_140.png,tydol pm 5oomg + 25mg,tydol pm 500mg + 25mg,88
VAIPE_P_TRAIN_140.png,"katrypsin 4,2mg","katrypsin 4,2mg",100
VAIPE_P_TRAIN_723.png,"hapenxin capsules 0,5g","hapenxin capsules 0,5g",100
VAIPE_P_TRAIN_723.png,pariamol tab soomg,partamol tab. 500mg,61
VAIPE_P_TRAIN_723.png,metronidazol 250 250 mg,metronidazol 250 250mg,100
VAIPE_P_TRAIN_321.png,"hapenxin capsules 0,5g","hapenxin capsules 0,5g",100
VAIPE_P_TRAIN_321.png,panactol soomg,panactol 500mg,77
VAIPE_P_TRAIN_734.png,amoxicilin soomg soomg,amoxicilin 500mg 500mg,70
VAIPE_P_TRAIN_734.png,kagasdine,omeprazol (kagasdine) 20mg,100
VAIPE_P_TRAIN_734.png,hoathuyét dưỡng não 15omg+2omg,hoạt huyết dưỡng não 150mg+20mg,86
VAIPE_P_TRAIN_979.png,kavasdin5 5 mg,kavasdin 5 5mg,100
VAIPE_P_TRAIN_979.png,panactol soomg,panactol 500mg,77
VAIPE_P_TRAIN_979.png,hoạt huyét dưong não bdf 1somg + smg,hoạt huyết dưỡng não bdf 150mg+5mg,73
VAIPE_P_TRAIN_367.png,"cefalexin (firstlexin 500) 0,58","cefalexin (firstlexin 500) 0,5g",96
VAIPE_P_TRAIN_367.png,paracetamol  (partamol tab.) soomg,paracetamol (partamol tab.) 500mg,90
VAIPE_P_TRAIN_367.png,"vitamin bl +b6 +b12 (savi 3b) loomg+loomg+0,15mg","vitamin b1 + b6 + b12 (savi 3b) 100mg+100mg+0,15mg",89
VAIPE_P_TRAIN_238.png,kavasdin5 5 mg,kavasdin 5 5mg,100
VAIPE_P_TRAIN_238.png,setblood 1lsmg+loomg+somcg,setblood 115mg+100mg+50mcg,56
VAIPE_P_TRAIN_1059.png,amoxicilin (fabamox 500) 5oomg,amoxicilin (fabamox 500) 500mg,93
VAIPE_P_TRAIN_1059.png,paracetamol  (partamol tab.) soomg,paracetamol (partamol tab.) 500mg,90
VAIPE_P_TRAIN_1059.png,carbocistein (anpemux) 25omg,carbocistein (anpemux) 250mg,96
VAIPE_P_TRAIN_197.png,metformin (metformin 500) 5oomg,metformin (metformin 500) 500mg,93
VAIPE_P_TRAIN_197.png,"đinh lăng, bạch quả (hoạt huyết dưỡng não) 150mg+20mg","đinh lăng, bạch quả (hoạt huyết dưỡng não) 150mg+20mg",100
VAIPE_P_TRAIN_149.png,panactol soomg,panactol 500mg,77
VAIPE_P_TRAIN_149.png,"katrypsin 4,2mg","katrypsin 4,2mg",100
VAIPE_P_TRAIN_422.png,"telmisartan + hydroclorothiazid (hangitor plus) 4omg+12,5mg","telmisartan % hydroclorothiazid (hangitor plus) 40mg+12,5mg",98
VAIPE_P_TRAIN_422.png,"đinh lăng, bạch quả (hoạt huyết dưỡng não) 150mg+20mg","đinh lăng, bạch quả (hoạt huyết dưỡng não) 150mg+20mg",100
VAIPE_P_TRAIN_905.png,pamlonor smg,pamlonor 5mg,91
VAIPE_P_TRAIN_739.png,enalapril smg,enalapril 5mg,92
VAIPE_P_TRAIN_739.png,livonic 2500mg +4oomg +5oomg +85mg,livonic 2500mg+400mg+500mg+85mg,87
VAIPE_P_TRAIN_246.png,hoạt huyét dưỡng não 15omg+20mg,hoạt huyết dưỡng não 150mg+20mg,94
VAIPE_P_TRAIN_246.png,chorlatcyn 125mg+5omg+5omg+2smg,chorlatcyn 125mg+50mg+50mg+25mg,92
VAIPE_P_TRAIN_128.png,kavasdin5 5 mg,kavasdin 5 5mg,100
VAIPE_P_TRAIN_128.png,clorpheniramin 4mg,clorpheniramin 4mg,100
VAIPE_P_TRAIN_128.png,hoat huyét dưong não isomg; 2omg,hoạt huyết dưỡng não 150mg+20mg,75
VAIPE_P_TRAIN_824.png,enalapri smg,enalapril 5mg,87
VAIPE_P_TRAIN_824.png,inbaci 10,inbacid 10 10mg,76
VAIPE_P_TRAIN_263.png,"hoạt huyét dưỡng não 15omg, 2omg",hoạt huyết dưỡng não 150mg+20mg,90
VAIPE_P_TRAIN_936.png,enalapril smg,enalapril 5mg,92
VAIPE_P_TRAIN_936.png,pamlonor smg,pamlonor 5mg,91
VAIPE_P_TRAIN_936.png,inbaci 10 iomg,inbacid 10 10mg,80
VAIPE_P_TRAIN_568.png,"novoxim-s00 0,5g","novoxim-500 0,5g",93
VAIPE_P_TRAIN_568.png,partamol tab. soomg,partamol tab. 500mg,82
VAIPE_P_TRAIN_678.png,"cefadroxil soomg 0,5g","cefadroxil 0,5g",85
VAIPE_P_TRAIN_678.png,panactol soomg,panactol 500mg,77
VAIPE_P_TRAIN_678.png,vipredni 16 mg 16mg,vipredni 16mg 16mg,100
VAIPE_P_TRAIN_678.png,dixirein,dixirein 375mg,76
VAIPE_P_TRAIN_200.png,oạt huyét dưỡng não 15omg+2omg,hoạt huyết dưỡng não 150mg+20mg,88
VAIPE_P_TRAIN_200.png,vina-ad 2oooui+ 4ooui,vina-ad 2000ui+ 400ui,74
VAIPE_P_TRAIN_692.png,"novoxim-s00 0,5g","novoxim-500 0,5g",93
VAIPE_P_TRAIN_692.png,mypara 500 soomg,mypara 500 500mg,79
VAIPE_P_TRAIN_692.png,vina-ad 20o0ui+ 4ooui,vina-ad 2000ui+ 400ui,84
VAIPE_P_TRAIN_378.png,"hangitor plus 4omg+12,5mg","hangitor plus 40mg+12,5mg",96
VAIPE_P_TRAIN_378.png,atoris 2omg 2omg,atoris 20mg 20mg,86
VAIPE_P_TRAIN_378.png,hoat huyét dưỡng não 15omg+2omg,hoạt huyết dưỡng não 150mg+20mg,86
VAIPE_P_TRAIN_378.png,"saviprolol 2,5 2,5mg","saviprolol 2,5 2,5mg",100
VAIPE_P_TRAIN_717.png,metronidazol 250 250 mg,metronidazol 250 250mg,100
VAIPE_P_TRAIN_717.png,dromasm fort 8omg,dromasm fort 80mg,93
VAIPE_P_TRAIN_717.png,kagasdine 2omg,kagasdine 20mg,92
VAIPE_P_TRAIN_271.png,cardilopin smg,cardilopin 5mg,92
VAIPE_P_TRAIN_271.png,medibogan 2oomg + 1somg + 16mg,medibogan 200mg + 150mg + 16mg,84
VAIPE_P_TRAIN_826.png,"xitoran 0,5g","xitoran 0,5g",100
VAIPE_P_TRAIN_1027.png,"novoxim-s00 0,5g","novoxim-500 0,5g",93
VAIPE_P_TRAIN_669.png,fudcime 2oomg 200mg,fudcime 200mg 200mg,88
VAIPE_P_TRAIN_669.png,vipredni 16mg 16mg,vipredni 16mg 16mg,100
VAIPE_P_TRAIN_669.png,partamol tab. soomg,partamol tab. 500mg,82
VAIPE_P_TRAIN_964.png,"xitoran 0,5g","xitoran 0,5g",100
VAIPE_P_TRAIN_964.png,hoat huyét dưong não 1somg; 2omg,hoạt huyết dưỡng não 150mg+20mg,78
VAIPE_P_TRAIN_529.png,glucofast 500 soomg,glucofast 850 850mg,82
VAIPE_P_TRAIN_529.png,lazibet mr 60 60mg,lazibet mr 60 60mg,100
VAIPE_P_TRAIN_650.png,"cefalexin (firstlexin 500) 0,5g","cefalexin (firstlexin 500) 0,5g",100
VAIPE_P_TRAIN_650.png,carbocistein (anpemux) 25omg,carbocistein (anpemux) 250mg,96
VAIPE_P_TRAIN_650.png,paracetamol   (partamol tab.) soomg,paracetamol (partamol tab.) 500mg,90
VAIPE_P_TRAIN_463.png,dromasm fort 8omg,dromasm fort 80mg,93
VAIPE_P_TRAIN_334.png,"cefalexin (firstlexin 500) 0,58","cefalexin (firstlexin 500) 0,5g",96
VAIPE_P_TRAIN_334.png,paracetamol  (partamol tab.) soomg,paracetamol (partamol tab.) 500mg,90
VAIPE_P_TRAIN_334.png,"đinh lăng, bạch quả (hoạt huyết dưỡng não) 150mg+2omg","đinh lăng, bạch quả (hoạt huyết dưỡng não) 150mg+20mg",98
VAIPE_P_TRAIN_370.png,kavasdin5 5 mg,kavasdin 5 5mg,100
VAIPE_P_TRAIN_370.png,enalapri,enalapril 5mg,80
VAIPE_P_TRAIN_370.png,hoathuyét dưỡng não 15omg+2omg,hoạt huyết dưỡng não 150mg+20mg,86
VAIPE_P_TRAIN_1065.png,fabamox 500 soomg,fabamox 500 500mg,80
VAIPE_P_TRAIN_1065.png,metronidazol 250 250 mg,metronidazol 250 250mg,100
VAIPE_P_TRAIN_1065.png,partamol tab. soomg,partamol tab. 500mg,82
VAIPE_P_TRAIN_722.png,"hangitor plus 4omg+12,smg","hangitor plus 40mg+12,5mg",78
VAIPE_P_TRAIN_722.png,saviprolol 5 smg  sl:5 viên,savi prolol 5 5mg,74
VAIPE_P_TRAIN_1099.png,amoxicilin soomg soomg,amoxicilin 500mg 500mg,70
VAIPE_P_TRAIN_1099.png,dromasmfort 8omg,dromasm fort 80mg,93
VAIPE_P_TRAIN_493.png,metformin 500 5oomg,metformin 500 500mg,88
VAIPE_P_TRAIN_493.png,savilosartan 50 somg,savi losartan 50 50mg,89
VAIPE_P_TRAIN_973.png,enalapri smg,enalapril 5mg,87
VAIPE_P_TRAIN_973.png,pamlonor,pamlonor 5mg,84
VAIPE_P_TRAIN_687.png,panactol soomg,panactol 500mg,77
VAIPE_P_TRAIN_687.png,"katrypsin 4,2mg","katrypsin 4,2mg",100
VAIPE_P_TRAIN_687.png,"cefadroxil soomg 0,5g","cefadroxil 0,5g",85
VAIPE_P_TRAIN_744.png,"amoxicillin soomg 0,5g","amoxicillin 500mg 0,5g",85
VAIPE_P_TRAIN_744.png,clorpheniramin 4mg,clorpheniramin 4mg,100
VAIPE_P_TRAIN_744.png,paracetamol soomg soomg,paracetamol 500mg 500mg,71
VAIPE_P_TRAIN_744.png,vitaminc stada ig 1g sl:5 viên,vitamin c stada 1g 1g,78
VAIPE_P_TRAIN_963.png,"novoxim-s00 0,5g","novoxim-500 0,5g",93
VAIPE_P_TRAIN_963.png,partamol tab. soomg,partamol tab. 500mg,82
VAIPE_P_TRAIN_963.png,cosyndo b 175mg +175mg+ 125mcg,cosyndo b 175mg+175mg+125mcg,100
VAIPE_P_TRAIN_527.png,glucofast 500 soomg,glucofast 850 850mg,82
VAIPE_P_TRAIN_527.png,lazibet mr 60 60mg,lazibet mr 60 60mg,100
VAIPE_P_TRAIN_1005.png,"cefadroxil soomg 0,5g","cefadroxil 0,5g",85
VAIPE_P_TRAIN_1005.png,partamol tab. soomg,partamol tab. 500mg,82
