image_name,class_id,confidence_score,x_min,y_min,x_max,y_max,image_width,image_height
VAIPE_P_97_0.jpg,10,1,2432,1886,3150,2451,4128,3096
VAIPE_P_97_0.jpg,87,1,2096,1975,2725,2464,4128,3096
VAIPE_P_97_0.jpg,51,1,2985,1823,3404,2223,4128,3096
VAIPE_P_97_0.jpg,51,1,2661,1626,3067,2013,4128,3096
VAIPE_P_54_3.jpg,42,1,1416,2356,1861,2616,4128,3096
VAIPE_P_54_3.jpg,42,1,1645,2896,2128,3137,4128,3096
VAIPE_P_96_5.jpg,51,1,1920,1358,2366,1786,4032,3024
VAIPE_P_96_5.jpg,65,1,2552,918,3011,1377,4032,3024
VAIPE_P_96_5.jpg,51,1,2341,1581,2793,2040,4032,3024
VAIPE_P_165_17.jpg,107,1,1535,1416,2234,2330,4032,3024
VAIPE_P_165_17.jpg,107,1,1302,797,1732,1245,4032,3024
VAIPE_P_67_4.jpg,26,1,974,1687,1681,2134,3024,4032
VAIPE_P_67_4.jpg,91,1,1036,2090,1638,2481,3024,4032
VAIPE_P_67_4.jpg,26,1,701,1507,1414,1985,3024,4032
VAIPE_P_67_4.jpg,70,1,763,2115,1079,2438,3024,4032
VAIPE_P_67_4.jpg,91,1,1365,1942,1979,2246,3024,4032
VAIPE_P_32_4.jpg,25,1,1011,1309,2090,2140,3024,4032
VAIPE_P_53_1.jpg,55,1,1234,1886,1786,2457,3024,4032
VAIPE_P_151_3.jpg,64,1,1102,2867,1622,3405,4032,3024
VAIPE_P_151_3.jpg,64,1,815,2572,1317,3074,4032,3024
VAIPE_P_151_3.jpg,10,1,1317,1900,1765,2778,4032,3024
VAIPE_P_151_3.jpg,10,1,654,1729,1093,2634,4032,3024
VAIPE_P_151_3.jpg,89,1,1021,1935,1460,2697,4032,3024
VAIPE_P_113_5.jpg,79,1,1206,1391,1594,1754,4000,3000
VAIPE_P_113_5.jpg,64,1,1126,1760,1440,2049,4000,3000
VAIPE_P_113_5.jpg,64,1,1385,1625,1698,1970,4000,3000
VAIPE_P_91_4.jpg,107,1,474,1698,1310,2349,4032,3024
VAIPE_P_91_4.jpg,107,1,1360,1729,1886,2163,4032,3024
VAIPE_P_91_4.jpg,107,1,1545,2039,1985,2529,4032,3024
VAIPE_P_69_2.jpg,10,1,2496,2013,3156,3016,4128,3096
VAIPE_P_69_2.jpg,10,1,1600,286,2229,1258,4128,3096
VAIPE_P_69_2.jpg,48,1,1734,1162,2350,1632,4128,3096
VAIPE_P_155_15.jpg,107,1,1836,1712,2276,2159,3024,4032
VAIPE_P_155_15.jpg,89,1,1619,1768,1923,2357,3024,4032
VAIPE_P_155_15.jpg,43,1,1359,1557,1644,2239,3024,4032
VAIPE_P_155_15.jpg,43,1,800,1942,1197,2618,3024,4032
VAIPE_P_81_3.jpg,107,1,1033,230,1436,614,2048,1536
VAIPE_P_81_3.jpg,107,1,1420,646,1685,807,2048,1536
VAIPE_P_81_3.jpg,107,1,1329,907,1572,1427,2048,1536
VAIPE_P_81_3.jpg,107,1,1067,785,1281,1006,2048,1536
VAIPE_P_55_2.jpg,56,1,1216,1861,1787,2177,3024,4032
VAIPE_P_166_7.jpg,107,1,1351,2056,1724,2429,3024,4032
VAIPE_P_166_7.jpg,8,1,917,1633,1250,2268,3024,4032
VAIPE_P_166_7.jpg,107,1,363,0,706,343,3024,4032
VAIPE_P_136_5.jpg,46,1,381,1001,478,1101,960,1280
VAIPE_P_136_5.jpg,8,1,464,1067,640,1178,960,1280
VAIPE_P_157_0.jpg,26,1,252,591,446,751,720,960
VAIPE_P_157_0.jpg,71,1,361,439,466,599,720,960
VAIPE_P_157_0.jpg,52,1,196,422,399,623,720,960
VAIPE_P_167_28.jpg,92,1,1956,1917,2547,2777,3024,4032
VAIPE_P_167_28.jpg,107,1,917,2115,1831,2850,3024,4032
VAIPE_P_167_28.jpg,14,1,335,1308,846,1855,3024,4032
VAIPE_P_170_4.jpg,104,1,1066,1532,2222,2061,4032,3024
VAIPE_P_170_4.jpg,24,1,1622,645,2437,1442,4032,3024
VAIPE_P_98_12.jpg,34,1,798,1699,1679,2263,3024,4032
VAIPE_P_167_23.jpg,107,1,1168,2267,1894,2993,3024,4032
VAIPE_P_167_23.jpg,14,1,774,2321,1204,2841,3024,4032
VAIPE_P_167_23.jpg,92,1,899,1891,1589,2572,3024,4032
VAIPE_P_161_28.jpg,107,1,1266,2345,1973,2773,3024,4032
VAIPE_P_161_28.jpg,105,1,757,2370,1359,2965,3024,4032
VAIPE_P_161_28.jpg,26,1,527,2562,1141,3282,3024,4032
VAIPE_P_15_0.jpg,54,1,969,1830,1527,2382,3024,4032
VAIPE_P_59_9.jpg,6,1,1448,2496,1912,2922,4128,3096
VAIPE_P_0_2.jpg,10,1,806,2109,1339,2915,4032,3024
VAIPE_P_0_2.jpg,10,1,1259,1880,1687,2668,4032,3024
VAIPE_P_0_2.jpg,8,1,1607,1904,1905,2456,4032,3024
VAIPE_P_0_2.jpg,99,1,986,2618,1637,3201,4032,3024
VAIPE_P_32_35.jpg,25,1,633,1743,1768,2345,3024,4032
VAIPE_P_116_2.jpg,107,1,862,1774,1298,2585,3024,4032
VAIPE_P_116_2.jpg,107,1,1210,2171,1671,2953,3024,4032
VAIPE_P_116_2.jpg,107,1,1164,1681,1619,2250,3024,4032
VAIPE_P_116_2.jpg,107,1,1458,1536,2060,2172,3024,4032
VAIPE_P_4_0.jpg,43,1,1040,2542,1653,2986,4000,3000
VAIPE_P_4_0.jpg,43,1,1218,2213,1716,2764,4000,3000
VAIPE_P_4_0.jpg,89,1,862,2133,1306,2595,4000,3000
VAIPE_P_57_9.jpg,46,1,486,304,581,396,1280,960
VAIPE_P_30_4.jpg,64,1,1180,1845,1536,2220,4000,3000
VAIPE_P_30_4.jpg,64,1,1413,2337,1807,2651,4000,3000
VAIPE_P_30_4.jpg,103,1,1050,2208,1413,2598,4000,3000
VAIPE_P_164_9.jpg,107,1,1284,2984,1935,3766,3024,4032
VAIPE_P_164_9.jpg,73,1,1359,2667,1849,3058,3024,4032
VAIPE_P_164_9.jpg,107,1,844,2580,1427,3442,3024,4032
VAIPE_P_164_9.jpg,104,1,1110,1718,1885,2636,3024,4032
VAIPE_P_164_9.jpg,73,1,1154,1483,1650,1837,3024,4032
VAIPE_P_164_9.jpg,89,1,1303,1110,2140,1581,3024,4032
VAIPE_P_7_12.jpg,107,1,1075,2534,2067,2969,3120,4160
VAIPE_P_7_12.jpg,107,1,1747,3277,2592,3821,3120,4160
VAIPE_P_7_12.jpg,107,1,589,1549,1133,2055,3120,4160
VAIPE_P_7_12.jpg,107,1,134,2246,793,2828,3120,4160
VAIPE_P_7_12.jpg,107,1,1299,1286,1619,1600,3120,4160
VAIPE_P_7_12.jpg,107,1,1507,1710,2332,2246,3120,4160
VAIPE_P_93_0.jpg,64,1,263,499,359,596,720,960
VAIPE_P_93_0.jpg,64,1,464,635,557,728,720,960
VAIPE_P_93_0.jpg,22,1,214,616,292,706,720,960
VAIPE_P_113_6.jpg,64,1,1169,1865,1551,2308,4000,3000
VAIPE_P_113_6.jpg,64,1,972,2240,1372,2652,4000,3000
VAIPE_P_169_14.jpg,107,1,1974,2052,2530,2832,4032,3024
VAIPE_P_169_14.jpg,1,1,881,2088,1598,2652,4032,3024
VAIPE_P_169_14.jpg,14,1,1401,1425,1795,1900,4032,3024
VAIPE_P_161_23.jpg,26,1,806,1656,1712,2648,4032,3024
VAIPE_P_161_23.jpg,105,1,1687,1340,2584,1824,4032,3024
VAIPE_P_161_23.jpg,107,1,2599,992,3238,1743,4032,3024
VAIPE_P_55_5.jpg,107,1,1476,3137,1796,3416,4128,3096
VAIPE_P_55_5.jpg,107,1,1146,2704,1590,3272,4128,3096
VAIPE_P_55_5.jpg,107,1,1115,2446,1930,2828,4128,3096
VAIPE_P_55_5.jpg,107,1,867,2260,1476,2673,4128,3096
VAIPE_P_55_5.jpg,107,1,888,1517,1476,2291,4128,3096
VAIPE_P_97_7.jpg,87,1,2149,1643,2549,2228,4128,3096
VAIPE_P_97_7.jpg,51,1,610,1630,998,2046,4128,3096
VAIPE_P_97_7.jpg,10,1,1137,2161,1720,2763,4128,3096
VAIPE_P_97_7.jpg,51,1,978,2567,1345,2946,4128,3096
VAIPE_P_97_7.jpg,10,1,1505,1384,1858,2104,4128,3096
VAIPE_P_51_0.jpg,89,1,1605,2101,2238,2633,4128,3096
VAIPE_P_51_0.jpg,28,1,1798,2541,2082,2835,4128,3096
VAIPE_P_51_0.jpg,28,1,752,2284,1101,2633,4128,3096
VAIPE_P_155_10.jpg,89,1,1280,2542,2018,2924,4000,3000
VAIPE_P_155_10.jpg,33,1,827,2569,1120,2987,4000,3000
VAIPE_P_155_10.jpg,43,1,773,1929,1626,2320,4000,3000
VAIPE_P_155_10.jpg,43,1,871,2231,1715,2595,4000,3000
VAIPE_P_154_11.jpg,43,1,1532,1501,2028,2059,3024,4032
VAIPE_P_154_11.jpg,43,1,1210,1830,1768,2345,3024,4032
VAIPE_P_154_11.jpg,89,1,1030,2202,1340,2754,3024,4032
VAIPE_P_154_11.jpg,107,1,2177,1954,2450,2314,3024,4032
VAIPE_P_154_11.jpg,107,1,1892,1997,2171,2282,3024,4032
VAIPE_P_160_3.jpg,7,1,1012,2204,1370,2580,3024,4032
VAIPE_P_160_3.jpg,7,1,1362,1452,1711,1873,3024,4032
VAIPE_P_95_5.jpg,92,1,150,473,374,648,960,1280
VAIPE_P_95_5.jpg,45,1,451,376,547,474,960,1280
VAIPE_P_12_0.jpg,73,1,1544,2142,1935,2586,4000,3000
VAIPE_P_12_0.jpg,59,1,1313,1751,1642,2124,4000,3000
VAIPE_P_12_0.jpg,43,1,1055,1929,1713,2765,4000,3000
VAIPE_P_12_0.jpg,73,1,424,2311,904,2702,4000,3000
VAIPE_P_12_0.jpg,43,1,673,2000,1393,2818,4000,3000
VAIPE_P_12_0.jpg,59,1,744,1742,1100,2080,4000,3000
VAIPE_P_23_14.jpg,15,1,1334,2140,1793,2444,3024,4032
VAIPE_P_23_18.jpg,107,1,2132,1048,2625,1639,4032,3024
VAIPE_P_23_18.jpg,107,1,1093,1846,1675,2491,4032,3024
VAIPE_P_23_18.jpg,107,1,2491,1801,3244,2661,4032,3024
VAIPE_P_23_18.jpg,107,1,2849,466,3718,1425,4032,3024
VAIPE_P_23_18.jpg,107,1,287,367,1550,1451,4032,3024
VAIPE_P_23_20.jpg,107,1,2101,2027,2546,2484,4128,3096
VAIPE_P_23_20.jpg,107,1,1879,1322,2299,1755,4128,3096
VAIPE_P_23_20.jpg,107,1,2163,1063,2620,1520,4128,3096
VAIPE_P_23_20.jpg,107,1,2385,1186,3633,2397,4128,3096
VAIPE_P_23_20.jpg,107,1,1384,12,2608,1211,4128,3096
VAIPE_P_23_20.jpg,107,1,1211,1607,2262,2225,4128,3096
VAIPE_P_24_1.jpg,107,1,1704,1488,2980,2736,4160,3120
VAIPE_P_24_1.jpg,107,1,447,2034,1371,2783,4160,3120
VAIPE_P_24_1.jpg,107,1,1436,18,2481,859,4160,3120
VAIPE_P_24_1.jpg,107,1,770,906,1926,1951,4160,3120
VAIPE_P_124_0.jpg,60,1,775,1203,1538,1625,3024,4032
VAIPE_P_124_0.jpg,26,1,428,1464,819,2382,3024,4032
VAIPE_P_15_20.jpg,107,1,2530,556,3193,1488,4032,3024
VAIPE_P_15_20.jpg,107,1,1723,717,2574,1927,4032,3024
VAIPE_P_15_20.jpg,107,1,1302,9,2082,1039,4032,3024
VAIPE_P_15_20.jpg,107,1,1759,2070,2619,2975,4032,3024
VAIPE_P_17_3.jpg,99,1,1155,2189,1893,2749,4000,3000
VAIPE_P_17_3.jpg,7,1,847,2288,1192,2669,4000,3000
VAIPE_P_17_3.jpg,7,1,1130,2977,1456,3340,4000,3000
VAIPE_P_17_3.jpg,99,1,810,2617,1598,3106,4000,3000
VAIPE_P_109_8.jpg,107,1,394,1855,1156,2635,4032,3024
VAIPE_P_109_8.jpg,107,1,1138,1998,1783,2751,4032,3024
VAIPE_P_109_8.jpg,107,1,663,3055,1460,3870,4032,3024
VAIPE_P_109_8.jpg,107,1,1129,1290,1837,1989,4032,3024
VAIPE_P_109_8.jpg,107,1,1676,2303,2124,2787,4032,3024
VAIPE_P_74_0.jpg,43,1,1111,1982,1973,2453,4000,3000
VAIPE_P_74_0.jpg,43,1,1404,1484,2133,2071,4000,3000
VAIPE_P_74_0.jpg,91,1,1064,1550,1402,2152,4000,3000
VAIPE_P_74_0.jpg,91,1,779,1621,1117,2288,4000,3000
VAIPE_P_169_22.jpg,14,1,1249,2285,1796,2688,4032,3024
VAIPE_P_169_22.jpg,1,1,1374,1460,1965,2240,4032,3024
VAIPE_P_169_22.jpg,107,1,1634,1308,2261,2052,4032,3024
VAIPE_P_155_17.jpg,43,1,1700,1966,2407,2357,3024,4032
VAIPE_P_155_17.jpg,43,1,1073,2332,1693,2841,3024,4032
VAIPE_P_155_17.jpg,89,1,1352,2190,1892,2624,3024,4032
VAIPE_P_155_17.jpg,107,1,1259,1818,1662,2234,3024,4032
VAIPE_P_21_4.jpg,10,1,16,245,81,286,302,403
VAIPE_P_21_4.jpg,10,1,181,170,213,238,302,403
VAIPE_P_21_4.jpg,36,1,125,271,163,308,302,403
VAIPE_P_97_3.jpg,10,1,1816,1948,2345,2855,4128,3096
VAIPE_P_97_3.jpg,10,1,1275,1050,2087,1601,4128,3096
VAIPE_P_97_3.jpg,51,1,2890,1376,3351,1817,4128,3096
VAIPE_P_97_3.jpg,87,1,1854,1307,2295,2029,4128,3096
VAIPE_P_97_3.jpg,51,1,2844,1804,3294,2231,4128,3096
VAIPE_P_55_3.jpg,56,1,1030,1960,1601,2388,3024,4032
VAIPE_P_76_1.jpg,51,1,859,1778,1297,2210,4128,3096
VAIPE_P_76_1.jpg,51,1,1265,1613,1703,2083,4128,3096
VAIPE_P_76_1.jpg,87,1,1202,2045,1608,2775,4128,3096
VAIPE_P_76_1.jpg,36,1,1741,2007,2198,2458,4128,3096
VAIPE_P_171_9.jpg,95,1,1297,1148,1694,1533,3024,4032
VAIPE_P_95_4.jpg,92,1,477,108,713,362,1280,960
VAIPE_P_95_4.jpg,45,1,366,321,488,447,1280,960
VAIPE_P_95_4.jpg,45,1,597,536,713,646,1280,960
VAIPE_P_5_10.jpg,107,1,133,1235,504,1584,1536,2048
VAIPE_P_5_10.jpg,107,1,612,872,838,1098,1536,2048
VAIPE_P_5_10.jpg,107,1,733,1491,1017,1753,1536,2048
VAIPE_P_71_2.jpg,107,1,333,787,490,941,960,1280
VAIPE_P_71_2.jpg,107,1,179,858,345,1031,960,1280
VAIPE_P_71_2.jpg,107,1,502,566,662,732,960,1280
VAIPE_P_71_2.jpg,107,1,339,544,499,710,960,1280
VAIPE_P_71_2.jpg,107,1,250,637,375,823,960,1280
VAIPE_P_98_17.jpg,34,1,1077,1525,1474,2257,3024,4032
VAIPE_P_162_4.jpg,90,1,323,529,416,708,720,960
VAIPE_P_162_4.jpg,22,1,292,786,382,883,720,960
VAIPE_P_162_4.jpg,64,1,397,606,490,718,720,960
VAIPE_P_162_4.jpg,64,1,263,665,366,771,720,960
VAIPE_P_162_4.jpg,64,1,363,691,469,800,720,960
VAIPE_P_162_4.jpg,78,1,384,467,483,564,720,960
VAIPE_P_162_4.jpg,64,1,219,526,314,635,720,960
VAIPE_P_162_4.jpg,78,1,185,634,285,742,720,960
VAIPE_P_163_16.jpg,107,1,726,1414,1390,1929,3024,4032
VAIPE_P_163_16.jpg,107,1,993,2301,1433,3039,3024,4032
VAIPE_P_163_16.jpg,91,1,1377,1439,1811,2047,3024,4032
VAIPE_P_163_16.jpg,91,1,1334,2565,1793,3195,3024,4032
VAIPE_P_163_16.jpg,2,1,924,1861,1228,2488,3024,4032
VAIPE_P_163_16.jpg,2,1,1402,2214,1873,2834,3024,4032
VAIPE_P_163_16.jpg,75,1,1997,1340,2326,1700,3024,4032
VAIPE_P_163_16.jpg,75,1,1222,1911,1588,2240,3024,4032
VAIPE_P_11_2.jpg,107,1,2270,1883,2958,2957,4032,3024
VAIPE_P_11_2.jpg,107,1,2571,773,3138,1316,4032,3024
VAIPE_P_11_2.jpg,107,1,1642,1038,2354,2028,4032,3024
VAIPE_P_11_2.jpg,107,1,869,2161,1533,2765,4032,3024
VAIPE_P_11_2.jpg,107,1,1195,72,1943,1158,4032,3024
VAIPE_P_161_17.jpg,105,1,183,576,390,751,720,960
VAIPE_P_161_17.jpg,91,1,230,501,407,601,720,960
VAIPE_P_161_17.jpg,26,1,363,469,480,697,720,960
VAIPE_P_67_7.jpg,26,1,341,1973,670,2643,3024,4032
VAIPE_P_67_7.jpg,26,1,1613,1880,2128,2444,3024,4032
VAIPE_P_67_7.jpg,91,1,1476,1600,1991,1978,3024,4032
VAIPE_P_67_7.jpg,91,1,1476,1374,1953,1741,3024,4032
VAIPE_P_67_7.jpg,70,1,999,1092,1284,1371,3024,4032
VAIPE_P_32_22.jpg,25,1,1148,2444,1775,3263,3024,4032
VAIPE_P_163_22.jpg,107,1,633,1979,1011,2829,3024,4032
VAIPE_P_163_22.jpg,107,1,986,1712,1631,2494,3024,4032
VAIPE_P_163_22.jpg,91,1,1092,3188,1557,3939,3024,4032
VAIPE_P_163_22.jpg,91,1,540,1402,1191,1979,3024,4032
VAIPE_P_163_22.jpg,2,1,732,2866,1141,3623,3024,4032
VAIPE_P_163_22.jpg,2,1,1024,2636,1632,3331,3024,4032
VAIPE_P_163_22.jpg,75,1,1086,2332,1564,2717,3024,4032
VAIPE_P_163_22.jpg,75,1,1259,1197,1619,1619,3024,4032
VAIPE_P_155_9.jpg,43,1,1004,924,1564,1644,4000,3000
VAIPE_P_155_9.jpg,89,1,1911,907,2373,1538,4000,3000
VAIPE_P_155_9.jpg,43,1,1247,1400,1745,2146,4000,3000
VAIPE_P_21_7.jpg,10,1,194,251,250,296,302,403
VAIPE_P_21_7.jpg,10,1,60,185,116,227,302,403
VAIPE_P_21_7.jpg,36,1,111,271,148,305,302,403
VAIPE_P_23_15.jpg,79,1,1129,1259,1631,1687,3024,4032
VAIPE_P_23_15.jpg,64,1,962,1849,1365,2277,3024,4032
VAIPE_P_23_15.jpg,64,1,1452,1755,1874,2171,3024,4032
VAIPE_P_23_15.jpg,41,1,1334,2196,1625,2531,3024,4032
VAIPE_P_49_17.jpg,10,1,1861,806,2543,1650,4032,3024
VAIPE_P_49_17.jpg,104,1,2084,1024,2859,1930,4032,3024
VAIPE_P_49_17.jpg,10,1,2599,992,3238,1836,4032,3024
VAIPE_P_49_17.jpg,91,1,2078,1780,2835,2251,4032,3024
VAIPE_P_29_0.jpg,64,1,1541,1917,1846,2247,4128,3096
VAIPE_P_29_0.jpg,64,1,1128,2723,1439,3059,4128,3096
VAIPE_P_41_4.jpg,8,1,393,498,569,626,960,1280
VAIPE_P_41_4.jpg,64,1,145,626,290,771,960,1280
VAIPE_P_41_4.jpg,64,1,117,501,265,646,960,1280
VAIPE_P_41_4.jpg,46,1,353,714,441,802,960,1280
VAIPE_P_165_11.jpg,45,1,1156,1729,1496,2052,4032,3024
VAIPE_P_165_11.jpg,92,1,1595,1228,2088,1936,4032,3024
VAIPE_P_167_14.jpg,14,1,2103,1383,2581,1792,4032,3024
VAIPE_P_11_3.jpg,107,1,291,446,623,769,2048,1536
VAIPE_P_11_3.jpg,107,1,784,147,1130,524,2048,1536
VAIPE_P_11_3.jpg,107,1,558,862,1128,1418,2048,1536
VAIPE_P_80_0.jpg,8,1,997,1902,1409,2364,4000,3000
VAIPE_P_80_0.jpg,64,1,1243,2092,1612,2461,4000,3000
VAIPE_P_80_0.jpg,64,1,1563,1982,1963,2376,4000,3000
VAIPE_P_80_0.jpg,64,1,1465,1705,1810,2050,4000,3000
VAIPE_P_161_15.jpg,26,1,79,576,286,672,720,960
VAIPE_P_161_15.jpg,105,1,288,535,486,614,720,960
VAIPE_P_161_15.jpg,91,1,271,395,425,527,720,960
VAIPE_P_169_21.jpg,107,1,1033,2482,1884,3109,4032,3024
VAIPE_P_169_21.jpg,14,1,827,1944,1302,2464,4032,3024
VAIPE_P_169_21.jpg,1,1,1670,1299,2432,2114,4032,3024
VAIPE_P_156_10.jpg,107,1,816,2137,1108,2460,3024,4032
VAIPE_P_156_10.jpg,99,1,1200,1552,1523,2147,3024,4032
VAIPE_P_156_10.jpg,26,1,927,1472,1260,2208,3024,4032
VAIPE_P_159_32.jpg,107,1,1431,2177,1723,2469,3024,4032
VAIPE_P_159_32.jpg,29,1,1784,2540,2046,2923,3024,4032
VAIPE_P_159_32.jpg,91,1,1845,1905,2137,2480,3024,4032
VAIPE_P_159_32.jpg,107,1,1603,1653,1976,2238,3024,4032
VAIPE_P_73_2.jpg,57,1,959,1916,1548,2530,3024,4032
VAIPE_P_129_3.jpg,97,1,953,1835,1648,2288,4032,3024
VAIPE_P_129_3.jpg,97,1,1586,1711,2117,2387,4032,3024
VAIPE_P_22_0.jpg,89,1,847,1390,1487,1771,4000,3000
VAIPE_P_22_0.jpg,27,1,909,1667,1524,2054,4000,3000
VAIPE_P_22_0.jpg,2,1,349,1931,1038,2552,4000,3000
VAIPE_P_22_0.jpg,2,1,595,2439,1373,2839,4000,3000
VAIPE_P_22_0.jpg,89,1,1081,1904,1764,2298,4000,3000
VAIPE_P_22_0.jpg,73,1,860,2138,1174,2495,4000,3000
VAIPE_P_22_0.jpg,73,1,1100,2248,1424,2593,4000,3000
VAIPE_P_162_26.jpg,64,1,2127,2006,2571,2450,4032,3024
VAIPE_P_162_26.jpg,22,1,2339,1774,2712,2076,4032,3024
VAIPE_P_162_26.jpg,64,1,1169,3014,1703,3558,4032,3024
VAIPE_P_162_26.jpg,64,1,1331,1895,1785,2328,4032,3024
VAIPE_P_162_26.jpg,107,1,1552,1633,2379,2107,4032,3024
VAIPE_P_162_26.jpg,90,1,393,2611,1179,2994,4032,3024
VAIPE_P_162_26.jpg,64,1,423,2137,877,2601,4032,3024
VAIPE_P_162_26.jpg,107,1,706,1603,1210,2309,4032,3024
VAIPE_P_59_19.jpg,6,1,1448,2477,1909,2924,4128,3096
VAIPE_P_18_7.jpg,78,1,1861,1600,2249,1996,4624,3468
VAIPE_P_18_7.jpg,64,1,467,2248,890,2665,4624,3468
VAIPE_P_18_7.jpg,64,1,1762,1993,2189,2398,4624,3468
VAIPE_P_37_3.jpg,107,1,2323,915,2835,1401,4160,3120
VAIPE_P_37_3.jpg,107,1,2701,1856,3027,2189,4160,3120
VAIPE_P_37_3.jpg,107,1,1248,1107,1760,1600,4160,3120
VAIPE_P_37_3.jpg,107,1,2029,2157,2445,2592,4160,3120
VAIPE_P_37_3.jpg,107,1,3277,1152,3731,1894,4160,3120
VAIPE_P_37_3.jpg,107,1,2007,1701,2519,1938,4160,3120
VAIPE_P_47_5.jpg,99,1,670,1408,1011,1904,4032,3024
VAIPE_P_47_5.jpg,99,1,993,1464,1393,1991,4032,3024
VAIPE_P_47_5.jpg,104,1,1842,1985,2524,2407,4032,3024
VAIPE_P_119_0.jpg,54,1,1205,2320,1664,2816,3024,4032
VAIPE_P_119_0.jpg,33,1,988,2357,1247,2755,3024,4032
VAIPE_P_113_9.jpg,31,1,782,1662,1170,1994,4000,3000
VAIPE_P_113_9.jpg,64,1,1311,1809,1748,2271,4000,3000
VAIPE_P_113_9.jpg,64,1,757,2160,1237,2652,4000,3000
VAIPE_P_113_9.jpg,79,1,1686,1846,2122,2480,4000,3000
VAIPE_P_18_5.jpg,64,1,1221,2677,1723,3172,4624,3468
VAIPE_P_18_5.jpg,64,1,1676,2470,2085,2965,4624,3468
VAIPE_P_18_5.jpg,78,1,1193,3182,1659,3642,4624,3468
VAIPE_P_134_0.jpg,74,1,1386,1801,1771,2124,3024,4032
VAIPE_P_134_0.jpg,74,1,1001,2276,1413,2572,3024,4032
VAIPE_P_103_0.jpg,91,1,559,2313,1338,3004,4128,3096
VAIPE_P_103_0.jpg,91,1,1499,2142,2311,2718,4128,3096
VAIPE_P_103_0.jpg,30,1,1245,2851,1601,3194,4128,3096
VAIPE_P_154_9.jpg,43,1,155,924,676,1811,3024,4032
VAIPE_P_154_9.jpg,43,1,1290,1160,2034,1966,3024,4032
VAIPE_P_154_9.jpg,89,1,1117,1024,1502,1700,3024,4032
VAIPE_P_154_9.jpg,107,1,1061,1818,1402,2159,3024,4032
VAIPE_P_154_9.jpg,107,1,1340,2549,1687,2903,3024,4032
VAIPE_P_13_1.jpg,55,1,755,1624,1210,2048,4000,3000
VAIPE_P_13_1.jpg,38,1,1007,1845,1425,2269,4000,3000
VAIPE_P_169_5.jpg,14,1,1263,1738,1621,2240,3024,4032
VAIPE_P_32_0.jpg,25,1,1166,1898,1929,2245,3024,4032
VAIPE_P_168_19.jpg,107,1,1472,1693,1855,2086,4032,3024
VAIPE_P_168_19.jpg,23,1,958,1754,1301,2177,4032,3024
VAIPE_P_168_19.jpg,107,1,988,1401,1341,1764,4032,3024
VAIPE_P_66_4.jpg,90,1,1511,1048,2178,1740,4128,3096
VAIPE_P_66_4.jpg,8,1,1003,1854,1619,2241,4128,3096
VAIPE_P_69_8.jpg,107,1,956,1752,1462,2122,1920,2560
VAIPE_P_69_8.jpg,107,1,916,1234,1229,1831,1920,2560
VAIPE_P_69_8.jpg,107,1,705,873,1046,1234,1920,2560
VAIPE_P_69_8.jpg,107,1,461,1183,888,1632,1920,2560
VAIPE_P_156_6.jpg,107,1,1220,2248,1482,2490,3024,4032
VAIPE_P_156_6.jpg,99,1,575,2157,1039,2580,3024,4032
VAIPE_P_156_6.jpg,26,1,615,1572,1059,2136,3024,4032
VAIPE_P_169_20.jpg,1,1,1992,2186,2825,2786,4032,3024
VAIPE_P_169_20.jpg,107,1,1374,1299,2046,1962,4032,3024
VAIPE_P_169_20.jpg,14,1,1257,806,1795,1290,4032,3024
VAIPE_P_98_20.jpg,34,1,1152,1909,1530,2603,3024,4032
VAIPE_P_70_0.jpg,89,1,1022,2529,1545,3304,4000,3000
VAIPE_P_70_0.jpg,8,1,1305,2363,1859,2665,4000,3000
VAIPE_P_8_9.jpg,56,1,1191,1675,1858,2171,3024,4032
VAIPE_P_22_3.jpg,2,1,798,1796,1536,2147,4000,3000
VAIPE_P_22_3.jpg,73,1,835,2109,1217,2466,4000,3000
VAIPE_P_22_3.jpg,73,1,1149,2128,1506,2491,4000,3000
VAIPE_P_22_3.jpg,2,1,1284,2169,1961,2747,4000,3000
VAIPE_P_22_3.jpg,89,1,650,2605,1364,2974,4000,3000
VAIPE_P_22_3.jpg,27,1,1303,2605,1903,3048,4000,3000
VAIPE_P_22_3.jpg,89,1,847,2919,1557,3386,4000,3000
VAIPE_P_168_8.jpg,107,1,1814,1089,2207,1462,4032,3024
VAIPE_P_168_8.jpg,23,1,1210,2066,1674,2429,4032,3024
VAIPE_P_168_8.jpg,107,1,847,2278,1230,2701,4032,3024
VAIPE_P_170_12.jpg,24,1,2195,1729,2867,2517,4032,3024
VAIPE_P_170_12.jpg,107,1,1729,1263,2786,1881,4032,3024
VAIPE_P_155_16.jpg,43,1,831,3108,1482,3437,3024,4032
VAIPE_P_155_16.jpg,89,1,1569,1935,1947,2481,3024,4032
VAIPE_P_155_16.jpg,107,1,1966,1880,2394,2320,3024,4032
VAIPE_P_155_16.jpg,43,1,1042,1600,1731,1916,3024,4032
VAIPE_P_16_8.jpg,107,1,3093,372,3455,767,4032,3024
VAIPE_P_16_8.jpg,107,1,3539,1234,3909,1610,4032,3024
VAIPE_P_16_8.jpg,107,1,1443,1971,2031,2594,4032,3024
VAIPE_P_16_8.jpg,107,1,2574,1178,3266,1825,4032,3024
VAIPE_P_16_8.jpg,107,1,1970,587,2568,1527,4032,3024
